path,name,set_id,composer_path,composer_name,composer_gender,desc,sets,scores,scores_paths,piano_scores_paths,contains_piano_track?
"Bantock,_Granville/5_Songs_from_the_Chinese_Poets,_1st_Series/3_Under_the_Moon",Under the Moon,5103566,"Bantock,_Granville",Granville Bantock,Male,British composer and conductor,1,5,"../Lieder/scores/Bantock,_Granville/5_Songs_from_the_Chinese_Poets,_1st_Series/3_Under_the_Moon/lc6211555.mid","../author-profiling-in-symbolic-music/piano scores/Bantock,_Granville/5_Songs_from_the_Chinese_Poets,_1st_Series/3_Under_the_Moon/lc6211555.mid_track_1.mid",True
"Bantock,_Granville/5_Songs_from_the_Chinese_Poets,_1st_Series/3_Under_the_Moon",Under the Moon,5103566,"Bantock,_Granville",Granville Bantock,Male,British composer and conductor,1,5,"../Lieder/scores/Bantock,_Granville/5_Songs_from_the_Chinese_Poets,_1st_Series/3_Under_the_Moon/lc6211555.mid","../author-profiling-in-symbolic-music/piano scores/Bantock,_Granville/5_Songs_from_the_Chinese_Poets,_1st_Series/3_Under_the_Moon/lc6211555.mid_track_2.mid",True
"Bantock,_Granville/5_Songs_from_the_Chinese_Poets,_1st_Series/4_The_Celestial_Weaver",The Celestial Weaver,5103566,"Bantock,_Granville",Granville Bantock,Male,British composer and conductor,1,5,"../Lieder/scores/Bantock,_Granville/5_Songs_from_the_Chinese_Poets,_1st_Series/4_The_Celestial_Weaver/lc6211559.mid","../author-profiling-in-symbolic-music/piano scores/Bantock,_Granville/5_Songs_from_the_Chinese_Poets,_1st_Series/4_The_Celestial_Weaver/lc6211559.mid_track_1.mid",True
"Bantock,_Granville/5_Songs_from_the_Chinese_Poets,_1st_Series/4_The_Celestial_Weaver",The Celestial Weaver,5103566,"Bantock,_Granville",Granville Bantock,Male,British composer and conductor,1,5,"../Lieder/scores/Bantock,_Granville/5_Songs_from_the_Chinese_Poets,_1st_Series/4_The_Celestial_Weaver/lc6211559.mid","../author-profiling-in-symbolic-music/piano scores/Bantock,_Granville/5_Songs_from_the_Chinese_Poets,_1st_Series/4_The_Celestial_Weaver/lc6211559.mid_track_2.mid",True
"Bantock,_Granville/5_Songs_from_the_Chinese_Poets,_1st_Series/5_Return_of_Spring",Return of Spring,5103566,"Bantock,_Granville",Granville Bantock,Male,British composer and conductor,1,5,"../Lieder/scores/Bantock,_Granville/5_Songs_from_the_Chinese_Poets,_1st_Series/5_Return_of_Spring/lc6211561.mid","../author-profiling-in-symbolic-music/piano scores/Bantock,_Granville/5_Songs_from_the_Chinese_Poets,_1st_Series/5_Return_of_Spring/lc6211561.mid_track_1.mid",True
"Bantock,_Granville/5_Songs_from_the_Chinese_Poets,_1st_Series/5_Return_of_Spring",Return of Spring,5103566,"Bantock,_Granville",Granville Bantock,Male,British composer and conductor,1,5,"../Lieder/scores/Bantock,_Granville/5_Songs_from_the_Chinese_Poets,_1st_Series/5_Return_of_Spring/lc6211561.mid","../author-profiling-in-symbolic-music/piano scores/Bantock,_Granville/5_Songs_from_the_Chinese_Poets,_1st_Series/5_Return_of_Spring/lc6211561.mid_track_2.mid",True
"Barnard,_Charlotte_Alington_-_aka_Claribel/_/Farewell_to_Erin",Farewell to Erin,5106882,"Barnard,_Charlotte_Alington_-_aka_Claribel",Charlotte Alington Barnard,Female,British composer and hymnwriter,1,5,"../Lieder/scores/Barnard,_Charlotte_Alington_-_aka_Claribel/_/Farewell_to_Erin/lc6623221.mid","../author-profiling-in-symbolic-music/piano scores/Barnard,_Charlotte_Alington_-_aka_Claribel/_/Farewell_to_Erin/lc6623221.mid_track_2.mid",True
"Barnard,_Charlotte_Alington_-_aka_Claribel/_/Farewell_to_Erin",Farewell to Erin,5106882,"Barnard,_Charlotte_Alington_-_aka_Claribel",Charlotte Alington Barnard,Female,British composer and hymnwriter,1,5,"../Lieder/scores/Barnard,_Charlotte_Alington_-_aka_Claribel/_/Farewell_to_Erin/lc6623221.mid","../author-profiling-in-symbolic-music/piano scores/Barnard,_Charlotte_Alington_-_aka_Claribel/_/Farewell_to_Erin/lc6623221.mid_track_3.mid",True
"Barnard,_Charlotte_Alington_-_aka_Claribel/_/Five_o’clock_in_the_morning",Five o’clock in the morning,5106882,"Barnard,_Charlotte_Alington_-_aka_Claribel",Charlotte Alington Barnard,Female,British composer and hymnwriter,1,5,"../Lieder/scores/Barnard,_Charlotte_Alington_-_aka_Claribel/_/Five_o’clock_in_the_morning/lc6623145.mid","../author-profiling-in-symbolic-music/piano scores/Barnard,_Charlotte_Alington_-_aka_Claribel/_/Five_o’clock_in_the_morning/lc6623145.mid_track_1.mid",True
"Barnard,_Charlotte_Alington_-_aka_Claribel/_/Five_o’clock_in_the_morning",Five o’clock in the morning,5106882,"Barnard,_Charlotte_Alington_-_aka_Claribel",Charlotte Alington Barnard,Female,British composer and hymnwriter,1,5,"../Lieder/scores/Barnard,_Charlotte_Alington_-_aka_Claribel/_/Five_o’clock_in_the_morning/lc6623145.mid","../author-profiling-in-symbolic-music/piano scores/Barnard,_Charlotte_Alington_-_aka_Claribel/_/Five_o’clock_in_the_morning/lc6623145.mid_track_2.mid",True
"Barnard,_Charlotte_Alington_-_aka_Claribel/_/Milly’s_Faith",Milly’s Faith,5106882,"Barnard,_Charlotte_Alington_-_aka_Claribel",Charlotte Alington Barnard,Female,British composer and hymnwriter,1,5,"../Lieder/scores/Barnard,_Charlotte_Alington_-_aka_Claribel/_/Milly’s_Faith/lc6622814.mid","../author-profiling-in-symbolic-music/piano scores/Barnard,_Charlotte_Alington_-_aka_Claribel/_/Milly’s_Faith/lc6622814.mid_track_1.mid",True
"Barnard,_Charlotte_Alington_-_aka_Claribel/_/Milly’s_Faith",Milly’s Faith,5106882,"Barnard,_Charlotte_Alington_-_aka_Claribel",Charlotte Alington Barnard,Female,British composer and hymnwriter,1,5,"../Lieder/scores/Barnard,_Charlotte_Alington_-_aka_Claribel/_/Milly’s_Faith/lc6622814.mid","../author-profiling-in-symbolic-music/piano scores/Barnard,_Charlotte_Alington_-_aka_Claribel/_/Milly’s_Faith/lc6622814.mid_track_2.mid",True
"Barnard,_Charlotte_Alington_-_aka_Claribel/_/Strangers_Yet",Strangers Yet,5106882,"Barnard,_Charlotte_Alington_-_aka_Claribel",Charlotte Alington Barnard,Female,British composer and hymnwriter,1,5,"../Lieder/scores/Barnard,_Charlotte_Alington_-_aka_Claribel/_/Strangers_Yet/lc6585571.mid","../author-profiling-in-symbolic-music/piano scores/Barnard,_Charlotte_Alington_-_aka_Claribel/_/Strangers_Yet/lc6585571.mid_track_1.mid",True
"Barnard,_Charlotte_Alington_-_aka_Claribel/_/Strangers_Yet",Strangers Yet,5106882,"Barnard,_Charlotte_Alington_-_aka_Claribel",Charlotte Alington Barnard,Female,British composer and hymnwriter,1,5,"../Lieder/scores/Barnard,_Charlotte_Alington_-_aka_Claribel/_/Strangers_Yet/lc6585571.mid","../author-profiling-in-symbolic-music/piano scores/Barnard,_Charlotte_Alington_-_aka_Claribel/_/Strangers_Yet/lc6585571.mid_track_2.mid",True
"Barnard,_Charlotte_Alington_-_aka_Claribel/_/The_Brook",The Brook,5106882,"Barnard,_Charlotte_Alington_-_aka_Claribel",Charlotte Alington Barnard,Female,British composer and hymnwriter,1,5,"../Lieder/scores/Barnard,_Charlotte_Alington_-_aka_Claribel/_/The_Brook/lc6586675.mid","../author-profiling-in-symbolic-music/piano scores/Barnard,_Charlotte_Alington_-_aka_Claribel/_/The_Brook/lc6586675.mid_track_1.mid",True
"Barnard,_Charlotte_Alington_-_aka_Claribel/_/The_Brook",The Brook,5106882,"Barnard,_Charlotte_Alington_-_aka_Claribel",Charlotte Alington Barnard,Female,British composer and hymnwriter,1,5,"../Lieder/scores/Barnard,_Charlotte_Alington_-_aka_Claribel/_/The_Brook/lc6586675.mid","../author-profiling-in-symbolic-music/piano scores/Barnard,_Charlotte_Alington_-_aka_Claribel/_/The_Brook/lc6586675.mid_track_2.mid",True
"Barnby,_Joseph/_/The_Beggar_Maid",The Beggar Maid,5105982,"Barnby,_Joseph",Joseph Barnby,Male,British musician,1,2,"../Lieder/scores/Barnby,_Joseph/_/The_Beggar_Maid/lc6478624.mid","../author-profiling-in-symbolic-music/piano scores/Barnby,_Joseph/_/The_Beggar_Maid/lc6478624.mid_track_1.mid",True
"Barnby,_Joseph/_/The_Beggar_Maid",The Beggar Maid,5105982,"Barnby,_Joseph",Joseph Barnby,Male,British musician,1,2,"../Lieder/scores/Barnby,_Joseph/_/The_Beggar_Maid/lc6478624.mid","../author-profiling-in-symbolic-music/piano scores/Barnby,_Joseph/_/The_Beggar_Maid/lc6478624.mid_track_2.mid",True
"Barnby,_Joseph/_/To_England",To England,5105982,"Barnby,_Joseph",Joseph Barnby,Male,British musician,1,2,"../Lieder/scores/Barnby,_Joseph/_/To_England/lc6479829.mid","../author-profiling-in-symbolic-music/piano scores/Barnby,_Joseph/_/To_England/lc6479829.mid_track_1.mid",True
"Barnby,_Joseph/_/To_England",To England,5105982,"Barnby,_Joseph",Joseph Barnby,Male,British musician,1,2,"../Lieder/scores/Barnby,_Joseph/_/To_England/lc6479829.mid","../author-profiling-in-symbolic-music/piano scores/Barnby,_Joseph/_/To_England/lc6479829.mid_track_2.mid",True
"Barns,_Ethel/_/Sleep,_Weary_Heart","Sleep, Weary Heart",5106884,"Barns,_Ethel",Ethel Barns,Female,British composer and violinist,1,1,"../Lieder/scores/Barns,_Ethel/_/Sleep,_Weary_Heart/lc6586696.mid","../author-profiling-in-symbolic-music/piano scores/Barns,_Ethel/_/Sleep,_Weary_Heart/lc6586696.mid_track_1.mid",True
"Barns,_Ethel/_/Sleep,_Weary_Heart","Sleep, Weary Heart",5106884,"Barns,_Ethel",Ethel Barns,Female,British composer and violinist,1,1,"../Lieder/scores/Barns,_Ethel/_/Sleep,_Weary_Heart/lc6586696.mid","../author-profiling-in-symbolic-music/piano scores/Barns,_Ethel/_/Sleep,_Weary_Heart/lc6586696.mid_track_2.mid",True
"Beach,_Amy/3_Browning_Songs,_Op.44/1_The_Year’s_at_the_Spring",The Year’s at the Spring,5103537,"Beach,_Amy",Amy Beach,Female,American composer and pianist,3,10,"../Lieder/scores/Beach,_Amy/3_Browning_Songs,_Op.44/1_The_Year’s_at_the_Spring/lc6212179.mid","../author-profiling-in-symbolic-music/piano scores/Beach,_Amy/3_Browning_Songs,_Op.44/1_The_Year’s_at_the_Spring/lc6212179.mid_track_1.mid",True
"Beach,_Amy/3_Browning_Songs,_Op.44/1_The_Year’s_at_the_Spring",The Year’s at the Spring,5103537,"Beach,_Amy",Amy Beach,Female,American composer and pianist,3,10,"../Lieder/scores/Beach,_Amy/3_Browning_Songs,_Op.44/1_The_Year’s_at_the_Spring/lc6212179.mid","../author-profiling-in-symbolic-music/piano scores/Beach,_Amy/3_Browning_Songs,_Op.44/1_The_Year’s_at_the_Spring/lc6212179.mid_track_2.mid",True
"Beach,_Amy/3_Browning_Songs,_Op.44/2_Ah,_Love,_but_a_Day!","Ah, Love, but a Day!",5103537,"Beach,_Amy",Amy Beach,Female,American composer and pianist,3,10,"../Lieder/scores/Beach,_Amy/3_Browning_Songs,_Op.44/2_Ah,_Love,_but_a_Day!/lc6212193.mid","../author-profiling-in-symbolic-music/piano scores/Beach,_Amy/3_Browning_Songs,_Op.44/2_Ah,_Love,_but_a_Day!/lc6212193.mid_track_1.mid",True
"Beach,_Amy/3_Browning_Songs,_Op.44/2_Ah,_Love,_but_a_Day!","Ah, Love, but a Day!",5103537,"Beach,_Amy",Amy Beach,Female,American composer and pianist,3,10,"../Lieder/scores/Beach,_Amy/3_Browning_Songs,_Op.44/2_Ah,_Love,_but_a_Day!/lc6212193.mid","../author-profiling-in-symbolic-music/piano scores/Beach,_Amy/3_Browning_Songs,_Op.44/2_Ah,_Love,_but_a_Day!/lc6212193.mid_track_2.mid",True
"Beach,_Amy/3_Browning_Songs,_Op.44/3_I_Send_My_Heart_up_to_Thee!",I Send My Heart up to Thee!,5103537,"Beach,_Amy",Amy Beach,Female,American composer and pianist,3,10,"../Lieder/scores/Beach,_Amy/3_Browning_Songs,_Op.44/3_I_Send_My_Heart_up_to_Thee!/lc6212196.mid","../author-profiling-in-symbolic-music/piano scores/Beach,_Amy/3_Browning_Songs,_Op.44/3_I_Send_My_Heart_up_to_Thee!/lc6212196.mid_track_2.mid",True
"Beach,_Amy/3_Browning_Songs,_Op.44/3_I_Send_My_Heart_up_to_Thee!",I Send My Heart up to Thee!,5103537,"Beach,_Amy",Amy Beach,Female,American composer and pianist,3,10,"../Lieder/scores/Beach,_Amy/3_Browning_Songs,_Op.44/3_I_Send_My_Heart_up_to_Thee!/lc6212196.mid","../author-profiling-in-symbolic-music/piano scores/Beach,_Amy/3_Browning_Songs,_Op.44/3_I_Send_My_Heart_up_to_Thee!/lc6212196.mid_track_3.mid",True
"Beach,_Amy/3_Shakespeare_Songs,_Op.37/1_O_Mistress_Mine",O Mistress Mine,5106666,"Beach,_Amy",Amy Beach,Female,American composer and pianist,3,10,"../Lieder/scores/Beach,_Amy/3_Shakespeare_Songs,_Op.37/1_O_Mistress_Mine/lc6564424.mid","../author-profiling-in-symbolic-music/piano scores/Beach,_Amy/3_Shakespeare_Songs,_Op.37/1_O_Mistress_Mine/lc6564424.mid_track_1.mid",True
"Beach,_Amy/3_Shakespeare_Songs,_Op.37/1_O_Mistress_Mine",O Mistress Mine,5106666,"Beach,_Amy",Amy Beach,Female,American composer and pianist,3,10,"../Lieder/scores/Beach,_Amy/3_Shakespeare_Songs,_Op.37/1_O_Mistress_Mine/lc6564424.mid","../author-profiling-in-symbolic-music/piano scores/Beach,_Amy/3_Shakespeare_Songs,_Op.37/1_O_Mistress_Mine/lc6564424.mid_track_2.mid",True
"Beach,_Amy/3_Shakespeare_Songs,_Op.37/2_Take,_O_Take_those_Lips_Away","Take, O Take those Lips Away",5106666,"Beach,_Amy",Amy Beach,Female,American composer and pianist,3,10,"../Lieder/scores/Beach,_Amy/3_Shakespeare_Songs,_Op.37/2_Take,_O_Take_those_Lips_Away/lc6564767.mid","../author-profiling-in-symbolic-music/piano scores/Beach,_Amy/3_Shakespeare_Songs,_Op.37/2_Take,_O_Take_those_Lips_Away/lc6564767.mid_track_1.mid",True
"Beach,_Amy/3_Shakespeare_Songs,_Op.37/2_Take,_O_Take_those_Lips_Away","Take, O Take those Lips Away",5106666,"Beach,_Amy",Amy Beach,Female,American composer and pianist,3,10,"../Lieder/scores/Beach,_Amy/3_Shakespeare_Songs,_Op.37/2_Take,_O_Take_those_Lips_Away/lc6564767.mid","../author-profiling-in-symbolic-music/piano scores/Beach,_Amy/3_Shakespeare_Songs,_Op.37/2_Take,_O_Take_those_Lips_Away/lc6564767.mid_track_2.mid",True
"Beach,_Amy/3_Shakespeare_Songs,_Op.37/3_Fairy_Lullaby",Fairy Lullaby,5106666,"Beach,_Amy",Amy Beach,Female,American composer and pianist,3,10,"../Lieder/scores/Beach,_Amy/3_Shakespeare_Songs,_Op.37/3_Fairy_Lullaby/lc6564816.mid","../author-profiling-in-symbolic-music/piano scores/Beach,_Amy/3_Shakespeare_Songs,_Op.37/3_Fairy_Lullaby/lc6564816.mid_track_1.mid",True
"Beach,_Amy/3_Shakespeare_Songs,_Op.37/3_Fairy_Lullaby",Fairy Lullaby,5106666,"Beach,_Amy",Amy Beach,Female,American composer and pianist,3,10,"../Lieder/scores/Beach,_Amy/3_Shakespeare_Songs,_Op.37/3_Fairy_Lullaby/lc6564816.mid","../author-profiling-in-symbolic-music/piano scores/Beach,_Amy/3_Shakespeare_Songs,_Op.37/3_Fairy_Lullaby/lc6564816.mid_track_2.mid",True
"Beach,_Amy/4_Songs,_Op.51/1_Ich_sagte_nicht",Ich sagte nicht,5103538,"Beach,_Amy",Amy Beach,Female,American composer and pianist,3,10,"../Lieder/scores/Beach,_Amy/4_Songs,_Op.51/1_Ich_sagte_nicht/lc6245971.mid","../author-profiling-in-symbolic-music/piano scores/Beach,_Amy/4_Songs,_Op.51/1_Ich_sagte_nicht/lc6245971.mid_track_1.mid",True
"Beach,_Amy/4_Songs,_Op.51/1_Ich_sagte_nicht",Ich sagte nicht,5103538,"Beach,_Amy",Amy Beach,Female,American composer and pianist,3,10,"../Lieder/scores/Beach,_Amy/4_Songs,_Op.51/1_Ich_sagte_nicht/lc6245971.mid","../author-profiling-in-symbolic-music/piano scores/Beach,_Amy/4_Songs,_Op.51/1_Ich_sagte_nicht/lc6245971.mid_track_2.mid",True
"Beach,_Amy/4_Songs,_Op.51/2_Wir_drei",Wir drei,5103538,"Beach,_Amy",Amy Beach,Female,American composer and pianist,3,10,"../Lieder/scores/Beach,_Amy/4_Songs,_Op.51/2_Wir_drei/lc6245972.mid","../author-profiling-in-symbolic-music/piano scores/Beach,_Amy/4_Songs,_Op.51/2_Wir_drei/lc6245972.mid_track_1.mid",True
"Beach,_Amy/4_Songs,_Op.51/2_Wir_drei",Wir drei,5103538,"Beach,_Amy",Amy Beach,Female,American composer and pianist,3,10,"../Lieder/scores/Beach,_Amy/4_Songs,_Op.51/2_Wir_drei/lc6245972.mid","../author-profiling-in-symbolic-music/piano scores/Beach,_Amy/4_Songs,_Op.51/2_Wir_drei/lc6245972.mid_track_2.mid",True
"Beach,_Amy/4_Songs,_Op.51/3_Juni",Juni,5103538,"Beach,_Amy",Amy Beach,Female,American composer and pianist,3,10,"../Lieder/scores/Beach,_Amy/4_Songs,_Op.51/3_Juni/lc6245973.mid","../author-profiling-in-symbolic-music/piano scores/Beach,_Amy/4_Songs,_Op.51/3_Juni/lc6245973.mid_track_1.mid",True
"Beach,_Amy/4_Songs,_Op.51/3_Juni",Juni,5103538,"Beach,_Amy",Amy Beach,Female,American composer and pianist,3,10,"../Lieder/scores/Beach,_Amy/4_Songs,_Op.51/3_Juni/lc6245973.mid","../author-profiling-in-symbolic-music/piano scores/Beach,_Amy/4_Songs,_Op.51/3_Juni/lc6245973.mid_track_2.mid",True
"Beach,_Amy/4_Songs,_Op.51/4_Je_demande_à_l’oiseau",Je demande à l’oiseau,5103538,"Beach,_Amy",Amy Beach,Female,American composer and pianist,3,10,"../Lieder/scores/Beach,_Amy/4_Songs,_Op.51/4_Je_demande_à_l’oiseau/lc6245974.mid","../author-profiling-in-symbolic-music/piano scores/Beach,_Amy/4_Songs,_Op.51/4_Je_demande_à_l’oiseau/lc6245974.mid_track_1.mid",True
"Beach,_Amy/4_Songs,_Op.51/4_Je_demande_à_l’oiseau",Je demande à l’oiseau,5103538,"Beach,_Amy",Amy Beach,Female,American composer and pianist,3,10,"../Lieder/scores/Beach,_Amy/4_Songs,_Op.51/4_Je_demande_à_l’oiseau/lc6245974.mid","../author-profiling-in-symbolic-music/piano scores/Beach,_Amy/4_Songs,_Op.51/4_Je_demande_à_l’oiseau/lc6245974.mid_track_2.mid",True
"Bianchi_Lacy,_Jane/_/Helen",Helen,5106889,"Bianchi_Lacy,_Jane",Jane Bianchi,Female,English singer in London and Oudh,1,1,"../Lieder/scores/Bianchi_Lacy,_Jane/_/Helen/lc6592481.mid","../author-profiling-in-symbolic-music/piano scores/Bianchi_Lacy,_Jane/_/Helen/lc6592481.mid_track_1.mid",True
"Bianchi_Lacy,_Jane/_/Helen",Helen,5106889,"Bianchi_Lacy,_Jane",Jane Bianchi,Female,English singer in London and Oudh,1,1,"../Lieder/scores/Bianchi_Lacy,_Jane/_/Helen/lc6592481.mid","../author-profiling-in-symbolic-music/piano scores/Bianchi_Lacy,_Jane/_/Helen/lc6592481.mid_track_2.mid",True
"Bishop,_Henry/_/Home,_Sweet_Home","Home, Sweet Home",5105780,"Bishop,_Henry",Henry Bishop,Male,British composer,1,2,"../Lieder/scores/Bishop,_Henry/_/Home,_Sweet_Home/lc6486038.mid","../author-profiling-in-symbolic-music/piano scores/Bishop,_Henry/_/Home,_Sweet_Home/lc6486038.mid_track_1.mid",True
"Bishop,_Henry/_/Home,_Sweet_Home","Home, Sweet Home",5105780,"Bishop,_Henry",Henry Bishop,Male,British composer,1,2,"../Lieder/scores/Bishop,_Henry/_/Home,_Sweet_Home/lc6486038.mid","../author-profiling-in-symbolic-music/piano scores/Bishop,_Henry/_/Home,_Sweet_Home/lc6486038.mid_track_2.mid",True
"Bishop,_Henry/_/Home,_Sweet_Home","Home, Sweet Home",5105780,"Bishop,_Henry",Henry Bishop,Male,British composer,1,2,"../Lieder/scores/Bishop,_Henry/_/Home,_Sweet_Home/lc6486038.mid","../author-profiling-in-symbolic-music/piano scores/Bishop,_Henry/_/Home,_Sweet_Home/lc6486038.mid_track_3.mid",True
"Bishop,_Henry/_/Home,_Sweet_Home","Home, Sweet Home",5105780,"Bishop,_Henry",Henry Bishop,Male,British composer,1,2,"../Lieder/scores/Bishop,_Henry/_/Home,_Sweet_Home/lc6486038.mid","../author-profiling-in-symbolic-music/piano scores/Bishop,_Henry/_/Home,_Sweet_Home/lc6486038.mid_track_4.mid",True
"Bishop,_Henry/_/Sappho_at_her_Loom",Sappho at her Loom,5105780,"Bishop,_Henry",Henry Bishop,Male,British composer,1,2,"../Lieder/scores/Bishop,_Henry/_/Sappho_at_her_Loom/lc6446003.mid","../author-profiling-in-symbolic-music/piano scores/Bishop,_Henry/_/Sappho_at_her_Loom/lc6446003.mid_track_1.mid",True
"Bishop,_Henry/_/Sappho_at_her_Loom",Sappho at her Loom,5105780,"Bishop,_Henry",Henry Bishop,Male,British composer,1,2,"../Lieder/scores/Bishop,_Henry/_/Sappho_at_her_Loom/lc6446003.mid","../author-profiling-in-symbolic-music/piano scores/Bishop,_Henry/_/Sappho_at_her_Loom/lc6446003.mid_track_2.mid",True
"Bizet,_Georges/20_Mélodies,_Op.21/01_Chanson_d’avril",Chanson d’avril,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/01_Chanson_d’avril/lc6877413.mid","../author-profiling-in-symbolic-music/piano scores/Bizet,_Georges/20_Mélodies,_Op.21/01_Chanson_d’avril/lc6877413.mid_track_1.mid",True
"Bizet,_Georges/20_Mélodies,_Op.21/01_Chanson_d’avril",Chanson d’avril,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/01_Chanson_d’avril/lc6877413.mid","../author-profiling-in-symbolic-music/piano scores/Bizet,_Georges/20_Mélodies,_Op.21/01_Chanson_d’avril/lc6877413.mid_track_2.mid",True
