,index,composer_name,composer_gender,name,path,set_id,composer_path,desc,sets,scores,scores_paths,track_names,contains_piano_track?,type0_path
28,28,Ludwig van Beethoven,male,Die Liebe des Nächsten,"Beethoven,_Ludwig_van/6_Lieder,_Op.48/2_Die_Liebe_des_Nächsten",5032884.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/6_Lieder,_Op.48/2_Die_Liebe_des_Nächsten/lc4946378.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/6_Lieder,_Op.48/2_Die_Liebe_des_Nächsten/lc4946378.mid_type0.mid"
29,29,Ludwig van Beethoven,male,Vom Tode,"Beethoven,_Ludwig_van/6_Lieder,_Op.48/3_Vom_Tode",5032884.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/6_Lieder,_Op.48/3_Vom_Tode/lc5115550.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/6_Lieder,_Op.48/3_Vom_Tode/lc5115550.mid_type0.mid"
30,30,Ludwig van Beethoven,male,Die Ehre Gottes aus der Natur,"Beethoven,_Ludwig_van/6_Lieder,_Op.48/4_Die_Ehre_Gottes_aus_der_Natur",5032884.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/6_Lieder,_Op.48/4_Die_Ehre_Gottes_aus_der_Natur/lc5121134.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/6_Lieder,_Op.48/4_Die_Ehre_Gottes_aus_der_Natur/lc5121134.mid_type0.mid"
31,31,Ludwig van Beethoven,male,Gottes Macht und Vorsehung,"Beethoven,_Ludwig_van/6_Lieder,_Op.48/5_Gottes_Macht_und_Vorsehung",5032884.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/6_Lieder,_Op.48/5_Gottes_Macht_und_Vorsehung/lc5121692.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/6_Lieder,_Op.48/5_Gottes_Macht_und_Vorsehung/lc5121692.mid_type0.mid"
32,32,Ludwig van Beethoven,male,Busslied,"Beethoven,_Ludwig_van/6_Lieder,_Op.48/6_Busslied",5032884.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/6_Lieder,_Op.48/6_Busslied/lc5125008.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/6_Lieder,_Op.48/6_Busslied/lc5125008.mid_type0.mid"
33,33,Ludwig van Beethoven,male,Urians Reise um die Welt,"Beethoven,_Ludwig_van/8_Lieder,_Op.52/1_Urians_Reise_um_die_Welt",5106092.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/8_Lieder,_Op.52/1_Urians_Reise_um_die_Welt/lc6488630.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/8_Lieder,_Op.52/1_Urians_Reise_um_die_Welt/lc6488630.mid_type0.mid"
34,34,Ludwig van Beethoven,male,Feuerfarb,"Beethoven,_Ludwig_van/8_Lieder,_Op.52/2_Feuerfarb",5106092.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/8_Lieder,_Op.52/2_Feuerfarb/lc6491340.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/8_Lieder,_Op.52/2_Feuerfarb/lc6491340.mid_type0.mid"
35,35,Ludwig van Beethoven,male,Das Liedchen von der Ruhe,"Beethoven,_Ludwig_van/8_Lieder,_Op.52/3_Das_Liedchen_von_der_Ruhe",5106092.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/8_Lieder,_Op.52/3_Das_Liedchen_von_der_Ruhe/lc6491353.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/8_Lieder,_Op.52/3_Das_Liedchen_von_der_Ruhe/lc6491353.mid_type0.mid"
36,36,Ludwig van Beethoven,male,Mailied,"Beethoven,_Ludwig_van/8_Lieder,_Op.52/4_Mailied",5106092.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/8_Lieder,_Op.52/4_Mailied/lc6491377.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/8_Lieder,_Op.52/4_Mailied/lc6491377.mid_type0.mid"
37,37,Ludwig van Beethoven,male,Mollys Abschied,"Beethoven,_Ludwig_van/8_Lieder,_Op.52/5_Mollys_Abschied",5106092.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/8_Lieder,_Op.52/5_Mollys_Abschied/lc6491411.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/8_Lieder,_Op.52/5_Mollys_Abschied/lc6491411.mid_type0.mid"
38,38,Ludwig van Beethoven,male,Lied,"Beethoven,_Ludwig_van/8_Lieder,_Op.52/6_Lied",5106092.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/8_Lieder,_Op.52/6_Lied/lc6491431.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/8_Lieder,_Op.52/6_Lied/lc6491431.mid_type0.mid"
39,39,Ludwig van Beethoven,male,Marmotte,"Beethoven,_Ludwig_van/8_Lieder,_Op.52/7_Marmotte",5106092.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/8_Lieder,_Op.52/7_Marmotte/lc6491461.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/8_Lieder,_Op.52/7_Marmotte/lc6491461.mid_type0.mid"
40,40,Ludwig van Beethoven,male,Das Blümchen Wunderhold,"Beethoven,_Ludwig_van/8_Lieder,_Op.52/8_Das_Blümchen_Wunderhold",5106092.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/8_Lieder,_Op.52/8_Das_Blümchen_Wunderhold/lc6491478.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/8_Lieder,_Op.52/8_Das_Blümchen_Wunderhold/lc6491478.mid_type0.mid"
41,41,Jane Bianchi,female,Helen,"Bianchi_Lacy,_Jane/_/Helen",5106889.0,"Bianchi_Lacy,_Jane",English singer in London and Oudh,1.0,1.0,"../Lieder/scores/Bianchi_Lacy,_Jane/_/Helen/lc6592481.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bianchi_Lacy,_Jane/_/Helen/lc6592481.mid_type0.mid"
42,42,Henry Bishop,male,"Home, Sweet Home","Bishop,_Henry/_/Home,_Sweet_Home",5105780.0,"Bishop,_Henry",British composer,1.0,2.0,"../Lieder/scores/Bishop,_Henry/_/Home,_Sweet_Home/lc6486038.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bishop,_Henry/_/Home,_Sweet_Home/lc6486038.mid_type0.mid"
43,43,Henry Bishop,male,Sappho at her Loom,"Bishop,_Henry/_/Sappho_at_her_Loom",5105780.0,"Bishop,_Henry",British composer,1.0,2.0,"../Lieder/scores/Bishop,_Henry/_/Sappho_at_her_Loom/lc6446003.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bishop,_Henry/_/Sappho_at_her_Loom/lc6446003.mid_type0.mid"
88,88,"Sir Harold Boulton, 2nd Baronet",male,Constancy,"Boulton,_Harold/12_New_Songs/01_Constancy",5104057.0,"Boulton,_Harold",British songwriter,1.0,12.0,"../Lieder/scores/Boulton,_Harold/12_New_Songs/01_Constancy/lc6403636.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Boulton,_Harold/12_New_Songs/01_Constancy/lc6403636.mid_type0.mid"
89,89,"Sir Harold Boulton, 2nd Baronet",male,Cradle Song,"Boulton,_Harold/12_New_Songs/02_Cradle_Song",5104057.0,"Boulton,_Harold",British songwriter,1.0,12.0,"../Lieder/scores/Boulton,_Harold/12_New_Songs/02_Cradle_Song/lc6403758.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Boulton,_Harold/12_New_Songs/02_Cradle_Song/lc6403758.mid_type0.mid"
90,90,"Sir Harold Boulton, 2nd Baronet",male,Love’s Journey,"Boulton,_Harold/12_New_Songs/03_Love’s_Journey",5104057.0,"Boulton,_Harold",British songwriter,1.0,12.0,"../Lieder/scores/Boulton,_Harold/12_New_Songs/03_Love’s_Journey/lc6404150.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Boulton,_Harold/12_New_Songs/03_Love’s_Journey/lc6404150.mid_type0.mid"
91,91,"Sir Harold Boulton, 2nd Baronet",male,Truant Wings,"Boulton,_Harold/12_New_Songs/04_Truant_Wings",5104057.0,"Boulton,_Harold",British songwriter,1.0,12.0,"../Lieder/scores/Boulton,_Harold/12_New_Songs/04_Truant_Wings/lc6404394.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Boulton,_Harold/12_New_Songs/04_Truant_Wings/lc6404394.mid_type0.mid"
92,92,"Sir Harold Boulton, 2nd Baronet",male,In Summer Weather,"Boulton,_Harold/12_New_Songs/05_In_Summer_Weather",5104057.0,"Boulton,_Harold",British songwriter,1.0,12.0,"../Lieder/scores/Boulton,_Harold/12_New_Songs/05_In_Summer_Weather/lc6405467.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Boulton,_Harold/12_New_Songs/05_In_Summer_Weather/lc6405467.mid_type0.mid"
93,93,"Sir Harold Boulton, 2nd Baronet",male,Robin Sly,"Boulton,_Harold/12_New_Songs/06_Robin_Sly",5104057.0,"Boulton,_Harold",British songwriter,1.0,12.0,"../Lieder/scores/Boulton,_Harold/12_New_Songs/06_Robin_Sly/lc6405594.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Boulton,_Harold/12_New_Songs/06_Robin_Sly/lc6405594.mid_type0.mid"
94,94,"Sir Harold Boulton, 2nd Baronet",male,A Song of the South,"Boulton,_Harold/12_New_Songs/07_A_Song_of_the_South",5104057.0,"Boulton,_Harold",British songwriter,1.0,12.0,"../Lieder/scores/Boulton,_Harold/12_New_Songs/07_A_Song_of_the_South/lc6407509.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Boulton,_Harold/12_New_Songs/07_A_Song_of_the_South/lc6407509.mid_type0.mid"
95,95,"Sir Harold Boulton, 2nd Baronet",male,The Maid of Elsinore,"Boulton,_Harold/12_New_Songs/08_The_Maid_of_Elsinore",5104057.0,"Boulton,_Harold",British songwriter,1.0,12.0,"../Lieder/scores/Boulton,_Harold/12_New_Songs/08_The_Maid_of_Elsinore/lc6409323.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Boulton,_Harold/12_New_Songs/08_The_Maid_of_Elsinore/lc6409323.mid_type0.mid"
96,96,"Sir Harold Boulton, 2nd Baronet",male,A Pretty Maid,"Boulton,_Harold/12_New_Songs/09_A_Pretty_Maid",5104057.0,"Boulton,_Harold",British songwriter,1.0,12.0,"../Lieder/scores/Boulton,_Harold/12_New_Songs/09_A_Pretty_Maid/lc6412767.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Boulton,_Harold/12_New_Songs/09_A_Pretty_Maid/lc6412767.mid_type0.mid"
97,97,"Sir Harold Boulton, 2nd Baronet",male,For Ever Mine,"Boulton,_Harold/12_New_Songs/10_For_Ever_Mine",5104057.0,"Boulton,_Harold",British songwriter,1.0,12.0,"../Lieder/scores/Boulton,_Harold/12_New_Songs/10_For_Ever_Mine/lc6416048.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Boulton,_Harold/12_New_Songs/10_For_Ever_Mine/lc6416048.mid_type0.mid"
98,98,"Sir Harold Boulton, 2nd Baronet",male,To Welcome You,"Boulton,_Harold/12_New_Songs/11_To_Welcome_You",5104057.0,"Boulton,_Harold",British songwriter,1.0,12.0,"../Lieder/scores/Boulton,_Harold/12_New_Songs/11_To_Welcome_You/lc6414608.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Boulton,_Harold/12_New_Songs/11_To_Welcome_You/lc6414608.mid_type0.mid"
99,99,"Sir Harold Boulton, 2nd Baronet",male,The Windflower,"Boulton,_Harold/12_New_Songs/12_The_Windflower",5104057.0,"Boulton,_Harold",British songwriter,1.0,12.0,"../Lieder/scores/Boulton,_Harold/12_New_Songs/12_The_Windflower/lc6416290.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Boulton,_Harold/12_New_Songs/12_The_Windflower/lc6416290.mid_type0.mid"
100,100,Johannes Brahms,male,Geistliches Wiegenlied,"Brahms,_Johannes/2_Gesänge,_Op.91/2_Geistliches_Wiegenlied",5104578.0,"Brahms,_Johannes",German composer and pianist,18.0,110.0,"../Lieder/scores/Brahms,_Johannes/2_Gesänge,_Op.91/2_Geistliches_Wiegenlied/lc6320420.mid","['other', 'voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Brahms,_Johannes/2_Gesänge,_Op.91/2_Geistliches_Wiegenlied/lc6320420.mid_type0.mid"
101,101,Johannes Brahms,male,Die Kränze,"Brahms,_Johannes/4_Gesänge,_Op.46/1_Die_Kränze",5071658.0,"Brahms,_Johannes",German composer and pianist,18.0,110.0,"../Lieder/scores/Brahms,_Johannes/4_Gesänge,_Op.46/1_Die_Kränze/lc5084888.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Brahms,_Johannes/4_Gesänge,_Op.46/1_Die_Kränze/lc5084888.mid_type0.mid"
102,102,Johannes Brahms,male,Ich wandte mich und sahe,"Brahms,_Johannes/4_Serious_Songs,_Op.121/2_Ich_wandte_mich_und_sahe",5107949.0,"Brahms,_Johannes",German composer and pianist,18.0,110.0,"../Lieder/scores/Brahms,_Johannes/4_Serious_Songs,_Op.121/2_Ich_wandte_mich_und_sahe/lc6686901.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Brahms,_Johannes/4_Serious_Songs,_Op.121/2_Ich_wandte_mich_und_sahe/lc6686901.mid_type0.mid"
103,103,Johannes Brahms,male,Wenn ich mit Menschen- und mit Engelzungen redete,"Brahms,_Johannes/4_Serious_Songs,_Op.121/4_Wenn_ich_mit_Menschen-_und_mit_Engelzungen_redete",5107949.0,"Brahms,_Johannes",German composer and pianist,18.0,110.0,"../Lieder/scores/Brahms,_Johannes/4_Serious_Songs,_Op.121/4_Wenn_ich_mit_Menschen-_und_mit_Engelzungen_redete/lc6687153.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Brahms,_Johannes/4_Serious_Songs,_Op.121/4_Wenn_ich_mit_Menschen-_und_mit_Engelzungen_redete/lc6687153.mid_type0.mid"
104,104,Johannes Brahms,male,Sonntag,"Brahms,_Johannes/5_Lieder,_Op.47/3_Sonntag",5032882.0,"Brahms,_Johannes",German composer and pianist,18.0,110.0,"../Lieder/scores/Brahms,_Johannes/5_Lieder,_Op.47/3_Sonntag/lc5654342.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Brahms,_Johannes/5_Lieder,_Op.47/3_Sonntag/lc5654342.mid_type0.mid"
105,105,Johannes Brahms,male,Die Liebende schreibt,"Brahms,_Johannes/5_Lieder,_Op.47/5_Die_Liebende_schreibt",5032882.0,"Brahms,_Johannes",German composer and pianist,18.0,110.0,"../Lieder/scores/Brahms,_Johannes/5_Lieder,_Op.47/5_Die_Liebende_schreibt/lc5071644.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Brahms,_Johannes/5_Lieder,_Op.47/5_Die_Liebende_schreibt/lc5071644.mid_type0.mid"
106,106,Johannes Brahms,male,Sehnsucht,"Brahms,_Johannes/5_Lieder,_Op.49/3_Sehnsucht",5096872.0,"Brahms,_Johannes",German composer and pianist,18.0,110.0,"../Lieder/scores/Brahms,_Johannes/5_Lieder,_Op.49/3_Sehnsucht/lc5098713.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Brahms,_Johannes/5_Lieder,_Op.49/3_Sehnsucht/lc5098713.mid_type0.mid"
107,107,Johannes Brahms,male,Liebe und Frühling I,"Brahms,_Johannes/6_Songs,_Op.3/2_Liebe_und_Frühling_I",4910391.0,"Brahms,_Johannes",German composer and pianist,18.0,110.0,"../Lieder/scores/Brahms,_Johannes/6_Songs,_Op.3/2_Liebe_und_Frühling_I/lc4904021.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Brahms,_Johannes/6_Songs,_Op.3/2_Liebe_und_Frühling_I/lc4904021.mid_type0.mid"
108,108,Johannes Brahms,male,Liebe und Frühling II,"Brahms,_Johannes/6_Songs,_Op.3/3_Liebe_und_Frühling_II",4910391.0,"Brahms,_Johannes",German composer and pianist,18.0,110.0,"../Lieder/scores/Brahms,_Johannes/6_Songs,_Op.3/3_Liebe_und_Frühling_II/lc5004701.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Brahms,_Johannes/6_Songs,_Op.3/3_Liebe_und_Frühling_II/lc5004701.mid_type0.mid"
109,109,Johannes Brahms,male,Lied aus dem Gedicht „Ivan“,"Brahms,_Johannes/6_Songs,_Op.3/4_Lied_aus_dem_Gedicht_„Ivan“",4910391.0,"Brahms,_Johannes",German composer and pianist,18.0,110.0,"../Lieder/scores/Brahms,_Johannes/6_Songs,_Op.3/4_Lied_aus_dem_Gedicht_„Ivan“/lc5667849.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Brahms,_Johannes/6_Songs,_Op.3/4_Lied_aus_dem_Gedicht_„Ivan“/lc5667849.mid_type0.mid"
110,110,Johannes Brahms,male,Der Frühling,"Brahms,_Johannes/6_Songs,_Op.6/2_Der_Frühling",5067697.0,"Brahms,_Johannes",German composer and pianist,18.0,110.0,"../Lieder/scores/Brahms,_Johannes/6_Songs,_Op.6/2_Der_Frühling/lc5067692.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Brahms,_Johannes/6_Songs,_Op.6/2_Der_Frühling/lc5067692.mid_type0.mid"
