,index,composer_name,composer_gender,name,path,set_id,composer_path,desc,sets,scores,scores_paths,track_names,contains_piano_track?,type0_path
22,22,Amy Beach,female,Fairy Lullaby,"Beach,_Amy/3_Shakespeare_Songs,_Op.37/3_Fairy_Lullaby",5106666.0,"Beach,_Amy",American composer and pianist,3.0,10.0,"../Lieder/scores/Beach,_Amy/3_Shakespeare_Songs,_Op.37/3_Fairy_Lullaby/lc6564816.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beach,_Amy/3_Shakespeare_Songs,_Op.37/3_Fairy_Lullaby/lc6564816.mid_type0.mid"
23,23,Amy Beach,female,Ich sagte nicht,"Beach,_Amy/4_Songs,_Op.51/1_Ich_sagte_nicht",5103538.0,"Beach,_Amy",American composer and pianist,3.0,10.0,"../Lieder/scores/Beach,_Amy/4_Songs,_Op.51/1_Ich_sagte_nicht/lc6245971.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beach,_Amy/4_Songs,_Op.51/1_Ich_sagte_nicht/lc6245971.mid_type0.mid"
24,24,Amy Beach,female,Wir drei,"Beach,_Amy/4_Songs,_Op.51/2_Wir_drei",5103538.0,"Beach,_Amy",American composer and pianist,3.0,10.0,"../Lieder/scores/Beach,_Amy/4_Songs,_Op.51/2_Wir_drei/lc6245972.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beach,_Amy/4_Songs,_Op.51/2_Wir_drei/lc6245972.mid_type0.mid"
25,25,Amy Beach,female,Juni,"Beach,_Amy/4_Songs,_Op.51/3_Juni",5103538.0,"Beach,_Amy",American composer and pianist,3.0,10.0,"../Lieder/scores/Beach,_Amy/4_Songs,_Op.51/3_Juni/lc6245973.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beach,_Amy/4_Songs,_Op.51/3_Juni/lc6245973.mid_type0.mid"
26,26,Amy Beach,female,Je demande à l’oiseau,"Beach,_Amy/4_Songs,_Op.51/4_Je_demande_à_l’oiseau",5103538.0,"Beach,_Amy",American composer and pianist,3.0,10.0,"../Lieder/scores/Beach,_Amy/4_Songs,_Op.51/4_Je_demande_à_l’oiseau/lc6245974.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beach,_Amy/4_Songs,_Op.51/4_Je_demande_à_l’oiseau/lc6245974.mid_type0.mid"
27,27,Ludwig van Beethoven,male,Bitten,"Beethoven,_Ludwig_van/6_Lieder,_Op.48/1_Bitten",5032884.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/6_Lieder,_Op.48/1_Bitten/lc5115311.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/6_Lieder,_Op.48/1_Bitten/lc5115311.mid_type0.mid"
28,28,Ludwig van Beethoven,male,Die Liebe des Nächsten,"Beethoven,_Ludwig_van/6_Lieder,_Op.48/2_Die_Liebe_des_Nächsten",5032884.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/6_Lieder,_Op.48/2_Die_Liebe_des_Nächsten/lc4946378.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/6_Lieder,_Op.48/2_Die_Liebe_des_Nächsten/lc4946378.mid_type0.mid"
29,29,Ludwig van Beethoven,male,Vom Tode,"Beethoven,_Ludwig_van/6_Lieder,_Op.48/3_Vom_Tode",5032884.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/6_Lieder,_Op.48/3_Vom_Tode/lc5115550.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/6_Lieder,_Op.48/3_Vom_Tode/lc5115550.mid_type0.mid"
30,30,Ludwig van Beethoven,male,Die Ehre Gottes aus der Natur,"Beethoven,_Ludwig_van/6_Lieder,_Op.48/4_Die_Ehre_Gottes_aus_der_Natur",5032884.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/6_Lieder,_Op.48/4_Die_Ehre_Gottes_aus_der_Natur/lc5121134.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/6_Lieder,_Op.48/4_Die_Ehre_Gottes_aus_der_Natur/lc5121134.mid_type0.mid"
31,31,Ludwig van Beethoven,male,Gottes Macht und Vorsehung,"Beethoven,_Ludwig_van/6_Lieder,_Op.48/5_Gottes_Macht_und_Vorsehung",5032884.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/6_Lieder,_Op.48/5_Gottes_Macht_und_Vorsehung/lc5121692.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/6_Lieder,_Op.48/5_Gottes_Macht_und_Vorsehung/lc5121692.mid_type0.mid"
32,32,Ludwig van Beethoven,male,Busslied,"Beethoven,_Ludwig_van/6_Lieder,_Op.48/6_Busslied",5032884.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/6_Lieder,_Op.48/6_Busslied/lc5125008.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/6_Lieder,_Op.48/6_Busslied/lc5125008.mid_type0.mid"
33,33,Ludwig van Beethoven,male,Urians Reise um die Welt,"Beethoven,_Ludwig_van/8_Lieder,_Op.52/1_Urians_Reise_um_die_Welt",5106092.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/8_Lieder,_Op.52/1_Urians_Reise_um_die_Welt/lc6488630.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/8_Lieder,_Op.52/1_Urians_Reise_um_die_Welt/lc6488630.mid_type0.mid"
34,34,Ludwig van Beethoven,male,Feuerfarb,"Beethoven,_Ludwig_van/8_Lieder,_Op.52/2_Feuerfarb",5106092.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/8_Lieder,_Op.52/2_Feuerfarb/lc6491340.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/8_Lieder,_Op.52/2_Feuerfarb/lc6491340.mid_type0.mid"
35,35,Ludwig van Beethoven,male,Das Liedchen von der Ruhe,"Beethoven,_Ludwig_van/8_Lieder,_Op.52/3_Das_Liedchen_von_der_Ruhe",5106092.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/8_Lieder,_Op.52/3_Das_Liedchen_von_der_Ruhe/lc6491353.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/8_Lieder,_Op.52/3_Das_Liedchen_von_der_Ruhe/lc6491353.mid_type0.mid"
36,36,Ludwig van Beethoven,male,Mailied,"Beethoven,_Ludwig_van/8_Lieder,_Op.52/4_Mailied",5106092.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/8_Lieder,_Op.52/4_Mailied/lc6491377.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/8_Lieder,_Op.52/4_Mailied/lc6491377.mid_type0.mid"
37,37,Ludwig van Beethoven,male,Mollys Abschied,"Beethoven,_Ludwig_van/8_Lieder,_Op.52/5_Mollys_Abschied",5106092.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/8_Lieder,_Op.52/5_Mollys_Abschied/lc6491411.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/8_Lieder,_Op.52/5_Mollys_Abschied/lc6491411.mid_type0.mid"
38,38,Ludwig van Beethoven,male,Lied,"Beethoven,_Ludwig_van/8_Lieder,_Op.52/6_Lied",5106092.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/8_Lieder,_Op.52/6_Lied/lc6491431.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/8_Lieder,_Op.52/6_Lied/lc6491431.mid_type0.mid"
39,39,Ludwig van Beethoven,male,Marmotte,"Beethoven,_Ludwig_van/8_Lieder,_Op.52/7_Marmotte",5106092.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/8_Lieder,_Op.52/7_Marmotte/lc6491461.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/8_Lieder,_Op.52/7_Marmotte/lc6491461.mid_type0.mid"
40,40,Ludwig van Beethoven,male,Das Blümchen Wunderhold,"Beethoven,_Ludwig_van/8_Lieder,_Op.52/8_Das_Blümchen_Wunderhold",5106092.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/8_Lieder,_Op.52/8_Das_Blümchen_Wunderhold/lc6491478.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/8_Lieder,_Op.52/8_Das_Blümchen_Wunderhold/lc6491478.mid_type0.mid"
41,41,Jane Bianchi,female,Helen,"Bianchi_Lacy,_Jane/_/Helen",5106889.0,"Bianchi_Lacy,_Jane",English singer in London and Oudh,1.0,1.0,"../Lieder/scores/Bianchi_Lacy,_Jane/_/Helen/lc6592481.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bianchi_Lacy,_Jane/_/Helen/lc6592481.mid_type0.mid"
44,44,Georges Bizet,male,Chanson d’avril,"Bizet,_Georges/20_Mélodies,_Op.21/01_Chanson_d’avril",5079544.0,"Bizet,_Georges",French composer,2.0,26.0,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/01_Chanson_d’avril/lc6877413.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/01_Chanson_d’avril/lc6877413.mid_type0.mid"
45,45,Georges Bizet,male,Le matin,"Bizet,_Georges/20_Mélodies,_Op.21/02_Le_matin",5079544.0,"Bizet,_Georges",French composer,2.0,26.0,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/02_Le_matin/lc6877530.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/02_Le_matin/lc6877530.mid_type0.mid"
46,46,Georges Bizet,male,Vieille chanson,"Bizet,_Georges/20_Mélodies,_Op.21/03_Vieille_chanson",5079544.0,"Bizet,_Georges",French composer,2.0,26.0,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/03_Vieille_chanson/lc6877589.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/03_Vieille_chanson/lc6877589.mid_type0.mid"
47,47,Georges Bizet,male,Adieux de l’hôtesse arabe,"Bizet,_Georges/20_Mélodies,_Op.21/04_Adieux_de_l’hôtesse_arabe",5079544.0,"Bizet,_Georges",French composer,2.0,26.0,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/04_Adieux_de_l’hôtesse_arabe/lc6878940.mid","['voice', 'voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/04_Adieux_de_l’hôtesse_arabe/lc6878940.mid_type0.mid"
48,48,Georges Bizet,male,Rêve de la bien-aimée,"Bizet,_Georges/20_Mélodies,_Op.21/05_Rêve_de_la_bien-aimée",5079544.0,"Bizet,_Georges",French composer,2.0,26.0,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/05_Rêve_de_la_bien-aimée/lc6888209.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/05_Rêve_de_la_bien-aimée/lc6888209.mid_type0.mid"
49,49,Georges Bizet,male,J’aime l’amour,"Bizet,_Georges/20_Mélodies,_Op.21/06_J’aime_l’amour",5079544.0,"Bizet,_Georges",French composer,2.0,26.0,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/06_J’aime_l’amour/lc6894036.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/06_J’aime_l’amour/lc6894036.mid_type0.mid"
50,50,Georges Bizet,male,Vous ne priez pas,"Bizet,_Georges/20_Mélodies,_Op.21/07_Vous_ne_priez_pas",5079544.0,"Bizet,_Georges",French composer,2.0,26.0,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/07_Vous_ne_priez_pas/lc6895220.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/07_Vous_ne_priez_pas/lc6895220.mid_type0.mid"
51,51,Georges Bizet,male,Ma vie a son secret,"Bizet,_Georges/20_Mélodies,_Op.21/08_Ma_vie_a_son_secret",5079544.0,"Bizet,_Georges",French composer,2.0,26.0,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/08_Ma_vie_a_son_secret/lc6895581.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/08_Ma_vie_a_son_secret/lc6895581.mid_type0.mid"
52,52,Georges Bizet,male,Pastorale,"Bizet,_Georges/20_Mélodies,_Op.21/09_Pastorale",5079544.0,"Bizet,_Georges",French composer,2.0,26.0,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/09_Pastorale/lc6898041.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/09_Pastorale/lc6898041.mid_type0.mid"
53,53,Georges Bizet,male,Sérénade,"Bizet,_Georges/20_Mélodies,_Op.21/10_Sérénade",5079544.0,"Bizet,_Georges",French composer,2.0,26.0,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/10_Sérénade/lc6898141.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/10_Sérénade/lc6898141.mid_type0.mid"
54,54,Georges Bizet,male,Berceuse,"Bizet,_Georges/20_Mélodies,_Op.21/11_Berceuse",5079544.0,"Bizet,_Georges",French composer,2.0,26.0,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/11_Berceuse/lc6901078.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/11_Berceuse/lc6901078.mid_type0.mid"
55,55,Georges Bizet,male,La chanson du fou,"Bizet,_Georges/20_Mélodies,_Op.21/12_La_chanson_du_fou",5079544.0,"Bizet,_Georges",French composer,2.0,26.0,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/12_La_chanson_du_fou/lc6901197.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/12_La_chanson_du_fou/lc6901197.mid_type0.mid"
56,56,Georges Bizet,male,Absence,"Bizet,_Georges/20_Mélodies,_Op.21/13_Absence",5079544.0,"Bizet,_Georges",French composer,2.0,26.0,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/13_Absence/lc5079487.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/13_Absence/lc5079487.mid_type0.mid"
57,57,Georges Bizet,male,Douce mer,"Bizet,_Georges/20_Mélodies,_Op.21/14_Douce_mer",5079544.0,"Bizet,_Georges",French composer,2.0,26.0,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/14_Douce_mer/lc6902355.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/14_Douce_mer/lc6902355.mid_type0.mid"
58,58,Georges Bizet,male,Après l’hiver,"Bizet,_Georges/20_Mélodies,_Op.21/15_Après_l’hiver",5079544.0,"Bizet,_Georges",French composer,2.0,26.0,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/15_Après_l’hiver/lc6902615.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/15_Après_l’hiver/lc6902615.mid_type0.mid"
59,59,Georges Bizet,male,La coccinelle,"Bizet,_Georges/20_Mélodies,_Op.21/16_La_coccinelle",5079544.0,"Bizet,_Georges",French composer,2.0,26.0,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/16_La_coccinelle/lc6903757.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/16_La_coccinelle/lc6903757.mid_type0.mid"
60,60,Georges Bizet,male,Chant d’amour!,"Bizet,_Georges/20_Mélodies,_Op.21/17_Chant_d’amour!",5079544.0,"Bizet,_Georges",French composer,2.0,26.0,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/17_Chant_d’amour!/lc6903010.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/17_Chant_d’amour!/lc6903010.mid_type0.mid"
61,61,Georges Bizet,male,Je n’en dirai rien!,"Bizet,_Georges/20_Mélodies,_Op.21/18_Je_n’en_dirai_rien!",5079544.0,"Bizet,_Georges",French composer,2.0,26.0,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/18_Je_n’en_dirai_rien!/lc6905092.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/18_Je_n’en_dirai_rien!/lc6905092.mid_type0.mid"
62,62,Georges Bizet,male,L’esprit saint,"Bizet,_Georges/20_Mélodies,_Op.21/19_L’esprit_saint",5079544.0,"Bizet,_Georges",French composer,2.0,26.0,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/19_L’esprit_saint/lc6906944.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/19_L’esprit_saint/lc6906944.mid_type0.mid"
