,index,composer_name,composer_gender,name,path,set_id,composer_path,desc,sets,scores,scores_paths,track_names,contains_piano_track?,type0_path
14,14,Joseph Barnby,male,The Beggar Maid,"Barnby,_Joseph/_/The_Beggar_Maid",5105982.0,"Barnby,_Joseph",British musician,1.0,2.0,"../Lieder/scores/Barnby,_Joseph/_/The_Beggar_Maid/lc6478624.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Barnby,_Joseph/_/The_Beggar_Maid/lc6478624.mid_type0.mid"
15,15,Joseph Barnby,male,To England,"Barnby,_Joseph/_/To_England",5105982.0,"Barnby,_Joseph",British musician,1.0,2.0,"../Lieder/scores/Barnby,_Joseph/_/To_England/lc6479829.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Barnby,_Joseph/_/To_England/lc6479829.mid_type0.mid"
16,16,Ethel Barns,female,"Sleep, Weary Heart","Barns,_Ethel/_/Sleep,_Weary_Heart",5106884.0,"Barns,_Ethel",British composer and violinist,1.0,1.0,"../Lieder/scores/Barns,_Ethel/_/Sleep,_Weary_Heart/lc6586696.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Barns,_Ethel/_/Sleep,_Weary_Heart/lc6586696.mid_type0.mid"
17,17,Amy Beach,female,The Year’s at the Spring,"Beach,_Amy/3_Browning_Songs,_Op.44/1_The_Year’s_at_the_Spring",5103537.0,"Beach,_Amy",American composer and pianist,3.0,10.0,"../Lieder/scores/Beach,_Amy/3_Browning_Songs,_Op.44/1_The_Year’s_at_the_Spring/lc6212179.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beach,_Amy/3_Browning_Songs,_Op.44/1_The_Year’s_at_the_Spring/lc6212179.mid_type0.mid"
18,18,Amy Beach,female,"Ah, Love, but a Day!","Beach,_Amy/3_Browning_Songs,_Op.44/2_Ah,_Love,_but_a_Day!",5103537.0,"Beach,_Amy",American composer and pianist,3.0,10.0,"../Lieder/scores/Beach,_Amy/3_Browning_Songs,_Op.44/2_Ah,_Love,_but_a_Day!/lc6212193.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beach,_Amy/3_Browning_Songs,_Op.44/2_Ah,_Love,_but_a_Day!/lc6212193.mid_type0.mid"
19,19,Amy Beach,female,I Send My Heart up to Thee!,"Beach,_Amy/3_Browning_Songs,_Op.44/3_I_Send_My_Heart_up_to_Thee!",5103537.0,"Beach,_Amy",American composer and pianist,3.0,10.0,"../Lieder/scores/Beach,_Amy/3_Browning_Songs,_Op.44/3_I_Send_My_Heart_up_to_Thee!/lc6212196.mid","['voice', 'voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beach,_Amy/3_Browning_Songs,_Op.44/3_I_Send_My_Heart_up_to_Thee!/lc6212196.mid_type0.mid"
20,20,Amy Beach,female,O Mistress Mine,"Beach,_Amy/3_Shakespeare_Songs,_Op.37/1_O_Mistress_Mine",5106666.0,"Beach,_Amy",American composer and pianist,3.0,10.0,"../Lieder/scores/Beach,_Amy/3_Shakespeare_Songs,_Op.37/1_O_Mistress_Mine/lc6564424.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beach,_Amy/3_Shakespeare_Songs,_Op.37/1_O_Mistress_Mine/lc6564424.mid_type0.mid"
21,21,Amy Beach,female,"Take, O Take those Lips Away","Beach,_Amy/3_Shakespeare_Songs,_Op.37/2_Take,_O_Take_those_Lips_Away",5106666.0,"Beach,_Amy",American composer and pianist,3.0,10.0,"../Lieder/scores/Beach,_Amy/3_Shakespeare_Songs,_Op.37/2_Take,_O_Take_those_Lips_Away/lc6564767.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beach,_Amy/3_Shakespeare_Songs,_Op.37/2_Take,_O_Take_those_Lips_Away/lc6564767.mid_type0.mid"
22,22,Amy Beach,female,Fairy Lullaby,"Beach,_Amy/3_Shakespeare_Songs,_Op.37/3_Fairy_Lullaby",5106666.0,"Beach,_Amy",American composer and pianist,3.0,10.0,"../Lieder/scores/Beach,_Amy/3_Shakespeare_Songs,_Op.37/3_Fairy_Lullaby/lc6564816.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beach,_Amy/3_Shakespeare_Songs,_Op.37/3_Fairy_Lullaby/lc6564816.mid_type0.mid"
23,23,Amy Beach,female,Ich sagte nicht,"Beach,_Amy/4_Songs,_Op.51/1_Ich_sagte_nicht",5103538.0,"Beach,_Amy",American composer and pianist,3.0,10.0,"../Lieder/scores/Beach,_Amy/4_Songs,_Op.51/1_Ich_sagte_nicht/lc6245971.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beach,_Amy/4_Songs,_Op.51/1_Ich_sagte_nicht/lc6245971.mid_type0.mid"
24,24,Amy Beach,female,Wir drei,"Beach,_Amy/4_Songs,_Op.51/2_Wir_drei",5103538.0,"Beach,_Amy",American composer and pianist,3.0,10.0,"../Lieder/scores/Beach,_Amy/4_Songs,_Op.51/2_Wir_drei/lc6245972.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beach,_Amy/4_Songs,_Op.51/2_Wir_drei/lc6245972.mid_type0.mid"
25,25,Amy Beach,female,Juni,"Beach,_Amy/4_Songs,_Op.51/3_Juni",5103538.0,"Beach,_Amy",American composer and pianist,3.0,10.0,"../Lieder/scores/Beach,_Amy/4_Songs,_Op.51/3_Juni/lc6245973.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beach,_Amy/4_Songs,_Op.51/3_Juni/lc6245973.mid_type0.mid"
26,26,Amy Beach,female,Je demande à l’oiseau,"Beach,_Amy/4_Songs,_Op.51/4_Je_demande_à_l’oiseau",5103538.0,"Beach,_Amy",American composer and pianist,3.0,10.0,"../Lieder/scores/Beach,_Amy/4_Songs,_Op.51/4_Je_demande_à_l’oiseau/lc6245974.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beach,_Amy/4_Songs,_Op.51/4_Je_demande_à_l’oiseau/lc6245974.mid_type0.mid"
27,27,Ludwig van Beethoven,male,Bitten,"Beethoven,_Ludwig_van/6_Lieder,_Op.48/1_Bitten",5032884.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/6_Lieder,_Op.48/1_Bitten/lc5115311.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/6_Lieder,_Op.48/1_Bitten/lc5115311.mid_type0.mid"
28,28,Ludwig van Beethoven,male,Die Liebe des Nächsten,"Beethoven,_Ludwig_van/6_Lieder,_Op.48/2_Die_Liebe_des_Nächsten",5032884.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/6_Lieder,_Op.48/2_Die_Liebe_des_Nächsten/lc4946378.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/6_Lieder,_Op.48/2_Die_Liebe_des_Nächsten/lc4946378.mid_type0.mid"
29,29,Ludwig van Beethoven,male,Vom Tode,"Beethoven,_Ludwig_van/6_Lieder,_Op.48/3_Vom_Tode",5032884.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/6_Lieder,_Op.48/3_Vom_Tode/lc5115550.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/6_Lieder,_Op.48/3_Vom_Tode/lc5115550.mid_type0.mid"
30,30,Ludwig van Beethoven,male,Die Ehre Gottes aus der Natur,"Beethoven,_Ludwig_van/6_Lieder,_Op.48/4_Die_Ehre_Gottes_aus_der_Natur",5032884.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/6_Lieder,_Op.48/4_Die_Ehre_Gottes_aus_der_Natur/lc5121134.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/6_Lieder,_Op.48/4_Die_Ehre_Gottes_aus_der_Natur/lc5121134.mid_type0.mid"
31,31,Ludwig van Beethoven,male,Gottes Macht und Vorsehung,"Beethoven,_Ludwig_van/6_Lieder,_Op.48/5_Gottes_Macht_und_Vorsehung",5032884.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/6_Lieder,_Op.48/5_Gottes_Macht_und_Vorsehung/lc5121692.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/6_Lieder,_Op.48/5_Gottes_Macht_und_Vorsehung/lc5121692.mid_type0.mid"
32,32,Ludwig van Beethoven,male,Busslied,"Beethoven,_Ludwig_van/6_Lieder,_Op.48/6_Busslied",5032884.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/6_Lieder,_Op.48/6_Busslied/lc5125008.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/6_Lieder,_Op.48/6_Busslied/lc5125008.mid_type0.mid"
33,33,Ludwig van Beethoven,male,Urians Reise um die Welt,"Beethoven,_Ludwig_van/8_Lieder,_Op.52/1_Urians_Reise_um_die_Welt",5106092.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/8_Lieder,_Op.52/1_Urians_Reise_um_die_Welt/lc6488630.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/8_Lieder,_Op.52/1_Urians_Reise_um_die_Welt/lc6488630.mid_type0.mid"
34,34,Ludwig van Beethoven,male,Feuerfarb,"Beethoven,_Ludwig_van/8_Lieder,_Op.52/2_Feuerfarb",5106092.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/8_Lieder,_Op.52/2_Feuerfarb/lc6491340.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/8_Lieder,_Op.52/2_Feuerfarb/lc6491340.mid_type0.mid"
35,35,Ludwig van Beethoven,male,Das Liedchen von der Ruhe,"Beethoven,_Ludwig_van/8_Lieder,_Op.52/3_Das_Liedchen_von_der_Ruhe",5106092.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/8_Lieder,_Op.52/3_Das_Liedchen_von_der_Ruhe/lc6491353.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/8_Lieder,_Op.52/3_Das_Liedchen_von_der_Ruhe/lc6491353.mid_type0.mid"
36,36,Ludwig van Beethoven,male,Mailied,"Beethoven,_Ludwig_van/8_Lieder,_Op.52/4_Mailied",5106092.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/8_Lieder,_Op.52/4_Mailied/lc6491377.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/8_Lieder,_Op.52/4_Mailied/lc6491377.mid_type0.mid"
37,37,Ludwig van Beethoven,male,Mollys Abschied,"Beethoven,_Ludwig_van/8_Lieder,_Op.52/5_Mollys_Abschied",5106092.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/8_Lieder,_Op.52/5_Mollys_Abschied/lc6491411.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/8_Lieder,_Op.52/5_Mollys_Abschied/lc6491411.mid_type0.mid"
38,38,Ludwig van Beethoven,male,Lied,"Beethoven,_Ludwig_van/8_Lieder,_Op.52/6_Lied",5106092.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/8_Lieder,_Op.52/6_Lied/lc6491431.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/8_Lieder,_Op.52/6_Lied/lc6491431.mid_type0.mid"
39,39,Ludwig van Beethoven,male,Marmotte,"Beethoven,_Ludwig_van/8_Lieder,_Op.52/7_Marmotte",5106092.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/8_Lieder,_Op.52/7_Marmotte/lc6491461.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/8_Lieder,_Op.52/7_Marmotte/lc6491461.mid_type0.mid"
40,40,Ludwig van Beethoven,male,Das Blümchen Wunderhold,"Beethoven,_Ludwig_van/8_Lieder,_Op.52/8_Das_Blümchen_Wunderhold",5106092.0,"Beethoven,_Ludwig_van",German composer,2.0,14.0,"../Lieder/scores/Beethoven,_Ludwig_van/8_Lieder,_Op.52/8_Das_Blümchen_Wunderhold/lc6491478.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/8_Lieder,_Op.52/8_Das_Blümchen_Wunderhold/lc6491478.mid_type0.mid"
41,41,Jane Bianchi,female,Helen,"Bianchi_Lacy,_Jane/_/Helen",5106889.0,"Bianchi_Lacy,_Jane",English singer in London and Oudh,1.0,1.0,"../Lieder/scores/Bianchi_Lacy,_Jane/_/Helen/lc6592481.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bianchi_Lacy,_Jane/_/Helen/lc6592481.mid_type0.mid"
42,42,Henry Bishop,male,"Home, Sweet Home","Bishop,_Henry/_/Home,_Sweet_Home",5105780.0,"Bishop,_Henry",British composer,1.0,2.0,"../Lieder/scores/Bishop,_Henry/_/Home,_Sweet_Home/lc6486038.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bishop,_Henry/_/Home,_Sweet_Home/lc6486038.mid_type0.mid"
43,43,Henry Bishop,male,Sappho at her Loom,"Bishop,_Henry/_/Sappho_at_her_Loom",5105780.0,"Bishop,_Henry",British composer,1.0,2.0,"../Lieder/scores/Bishop,_Henry/_/Sappho_at_her_Loom/lc6446003.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bishop,_Henry/_/Sappho_at_her_Loom/lc6446003.mid_type0.mid"
44,44,Georges Bizet,male,Chanson d’avril,"Bizet,_Georges/20_Mélodies,_Op.21/01_Chanson_d’avril",5079544.0,"Bizet,_Georges",French composer,2.0,26.0,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/01_Chanson_d’avril/lc6877413.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/01_Chanson_d’avril/lc6877413.mid_type0.mid"
45,45,Georges Bizet,male,Le matin,"Bizet,_Georges/20_Mélodies,_Op.21/02_Le_matin",5079544.0,"Bizet,_Georges",French composer,2.0,26.0,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/02_Le_matin/lc6877530.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/02_Le_matin/lc6877530.mid_type0.mid"
46,46,Georges Bizet,male,Vieille chanson,"Bizet,_Georges/20_Mélodies,_Op.21/03_Vieille_chanson",5079544.0,"Bizet,_Georges",French composer,2.0,26.0,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/03_Vieille_chanson/lc6877589.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/03_Vieille_chanson/lc6877589.mid_type0.mid"
47,47,Georges Bizet,male,Adieux de l’hôtesse arabe,"Bizet,_Georges/20_Mélodies,_Op.21/04_Adieux_de_l’hôtesse_arabe",5079544.0,"Bizet,_Georges",French composer,2.0,26.0,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/04_Adieux_de_l’hôtesse_arabe/lc6878940.mid","['voice', 'voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/04_Adieux_de_l’hôtesse_arabe/lc6878940.mid_type0.mid"
48,48,Georges Bizet,male,Rêve de la bien-aimée,"Bizet,_Georges/20_Mélodies,_Op.21/05_Rêve_de_la_bien-aimée",5079544.0,"Bizet,_Georges",French composer,2.0,26.0,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/05_Rêve_de_la_bien-aimée/lc6888209.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/05_Rêve_de_la_bien-aimée/lc6888209.mid_type0.mid"
49,49,Georges Bizet,male,J’aime l’amour,"Bizet,_Georges/20_Mélodies,_Op.21/06_J’aime_l’amour",5079544.0,"Bizet,_Georges",French composer,2.0,26.0,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/06_J’aime_l’amour/lc6894036.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/06_J’aime_l’amour/lc6894036.mid_type0.mid"
50,50,Georges Bizet,male,Vous ne priez pas,"Bizet,_Georges/20_Mélodies,_Op.21/07_Vous_ne_priez_pas",5079544.0,"Bizet,_Georges",French composer,2.0,26.0,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/07_Vous_ne_priez_pas/lc6895220.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/07_Vous_ne_priez_pas/lc6895220.mid_type0.mid"
51,51,Georges Bizet,male,Ma vie a son secret,"Bizet,_Georges/20_Mélodies,_Op.21/08_Ma_vie_a_son_secret",5079544.0,"Bizet,_Georges",French composer,2.0,26.0,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/08_Ma_vie_a_son_secret/lc6895581.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/08_Ma_vie_a_son_secret/lc6895581.mid_type0.mid"
52,52,Georges Bizet,male,Pastorale,"Bizet,_Georges/20_Mélodies,_Op.21/09_Pastorale",5079544.0,"Bizet,_Georges",French composer,2.0,26.0,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/09_Pastorale/lc6898041.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/09_Pastorale/lc6898041.mid_type0.mid"
53,53,Georges Bizet,male,Sérénade,"Bizet,_Georges/20_Mélodies,_Op.21/10_Sérénade",5079544.0,"Bizet,_Georges",French composer,2.0,26.0,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/10_Sérénade/lc6898141.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/10_Sérénade/lc6898141.mid_type0.mid"
54,54,Georges Bizet,male,Berceuse,"Bizet,_Georges/20_Mélodies,_Op.21/11_Berceuse",5079544.0,"Bizet,_Georges",French composer,2.0,26.0,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/11_Berceuse/lc6901078.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/11_Berceuse/lc6901078.mid_type0.mid"
55,55,Georges Bizet,male,La chanson du fou,"Bizet,_Georges/20_Mélodies,_Op.21/12_La_chanson_du_fou",5079544.0,"Bizet,_Georges",French composer,2.0,26.0,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/12_La_chanson_du_fou/lc6901197.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/12_La_chanson_du_fou/lc6901197.mid_type0.mid"
56,56,Georges Bizet,male,Absence,"Bizet,_Georges/20_Mélodies,_Op.21/13_Absence",5079544.0,"Bizet,_Georges",French composer,2.0,26.0,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/13_Absence/lc5079487.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/13_Absence/lc5079487.mid_type0.mid"
