,path,name,set_id,composer_path,composer_name,composer_gender,desc,sets,scores,scores_paths,track_names,contains_piano_track?,type0_path
22,"Beach,_Amy/3_Shakespeare_Songs,_Op.37/3_Fairy_Lullaby",Fairy Lullaby,5106666,"Beach,_Amy",Amy Beach,Female,American composer and pianist,3,10,"../Lieder/scores/Beach,_Amy/3_Shakespeare_Songs,_Op.37/3_Fairy_Lullaby/lc6564816.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beach,_Amy/3_Shakespeare_Songs,_Op.37/3_Fairy_Lullaby/lc6564816.mid_type0.mid"
23,"Beach,_Amy/4_Songs,_Op.51/1_Ich_sagte_nicht",Ich sagte nicht,5103538,"Beach,_Amy",Amy Beach,Female,American composer and pianist,3,10,"../Lieder/scores/Beach,_Amy/4_Songs,_Op.51/1_Ich_sagte_nicht/lc6245971.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beach,_Amy/4_Songs,_Op.51/1_Ich_sagte_nicht/lc6245971.mid_type0.mid"
24,"Beach,_Amy/4_Songs,_Op.51/2_Wir_drei",Wir drei,5103538,"Beach,_Amy",Amy Beach,Female,American composer and pianist,3,10,"../Lieder/scores/Beach,_Amy/4_Songs,_Op.51/2_Wir_drei/lc6245972.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beach,_Amy/4_Songs,_Op.51/2_Wir_drei/lc6245972.mid_type0.mid"
25,"Beach,_Amy/4_Songs,_Op.51/3_Juni",Juni,5103538,"Beach,_Amy",Amy Beach,Female,American composer and pianist,3,10,"../Lieder/scores/Beach,_Amy/4_Songs,_Op.51/3_Juni/lc6245973.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beach,_Amy/4_Songs,_Op.51/3_Juni/lc6245973.mid_type0.mid"
26,"Beach,_Amy/4_Songs,_Op.51/4_Je_demande_à_l’oiseau",Je demande à l’oiseau,5103538,"Beach,_Amy",Amy Beach,Female,American composer and pianist,3,10,"../Lieder/scores/Beach,_Amy/4_Songs,_Op.51/4_Je_demande_à_l’oiseau/lc6245974.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beach,_Amy/4_Songs,_Op.51/4_Je_demande_à_l’oiseau/lc6245974.mid_type0.mid"
27,"Beethoven,_Ludwig_van/6_Lieder,_Op.48/1_Bitten",Bitten,5032884,"Beethoven,_Ludwig_van",Ludwig van Beethoven,Male,German composer,2,14,"../Lieder/scores/Beethoven,_Ludwig_van/6_Lieder,_Op.48/1_Bitten/lc5115311.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/6_Lieder,_Op.48/1_Bitten/lc5115311.mid_type0.mid"
28,"Beethoven,_Ludwig_van/6_Lieder,_Op.48/2_Die_Liebe_des_Nächsten",Die Liebe des Nächsten,5032884,"Beethoven,_Ludwig_van",Ludwig van Beethoven,Male,German composer,2,14,"../Lieder/scores/Beethoven,_Ludwig_van/6_Lieder,_Op.48/2_Die_Liebe_des_Nächsten/lc4946378.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/6_Lieder,_Op.48/2_Die_Liebe_des_Nächsten/lc4946378.mid_type0.mid"
29,"Beethoven,_Ludwig_van/6_Lieder,_Op.48/3_Vom_Tode",Vom Tode,5032884,"Beethoven,_Ludwig_van",Ludwig van Beethoven,Male,German composer,2,14,"../Lieder/scores/Beethoven,_Ludwig_van/6_Lieder,_Op.48/3_Vom_Tode/lc5115550.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/6_Lieder,_Op.48/3_Vom_Tode/lc5115550.mid_type0.mid"
30,"Beethoven,_Ludwig_van/6_Lieder,_Op.48/4_Die_Ehre_Gottes_aus_der_Natur",Die Ehre Gottes aus der Natur,5032884,"Beethoven,_Ludwig_van",Ludwig van Beethoven,Male,German composer,2,14,"../Lieder/scores/Beethoven,_Ludwig_van/6_Lieder,_Op.48/4_Die_Ehre_Gottes_aus_der_Natur/lc5121134.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/6_Lieder,_Op.48/4_Die_Ehre_Gottes_aus_der_Natur/lc5121134.mid_type0.mid"
31,"Beethoven,_Ludwig_van/6_Lieder,_Op.48/5_Gottes_Macht_und_Vorsehung",Gottes Macht und Vorsehung,5032884,"Beethoven,_Ludwig_van",Ludwig van Beethoven,Male,German composer,2,14,"../Lieder/scores/Beethoven,_Ludwig_van/6_Lieder,_Op.48/5_Gottes_Macht_und_Vorsehung/lc5121692.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/6_Lieder,_Op.48/5_Gottes_Macht_und_Vorsehung/lc5121692.mid_type0.mid"
32,"Beethoven,_Ludwig_van/6_Lieder,_Op.48/6_Busslied",Busslied,5032884,"Beethoven,_Ludwig_van",Ludwig van Beethoven,Male,German composer,2,14,"../Lieder/scores/Beethoven,_Ludwig_van/6_Lieder,_Op.48/6_Busslied/lc5125008.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/6_Lieder,_Op.48/6_Busslied/lc5125008.mid_type0.mid"
33,"Beethoven,_Ludwig_van/8_Lieder,_Op.52/1_Urians_Reise_um_die_Welt",Urians Reise um die Welt,5106092,"Beethoven,_Ludwig_van",Ludwig van Beethoven,Male,German composer,2,14,"../Lieder/scores/Beethoven,_Ludwig_van/8_Lieder,_Op.52/1_Urians_Reise_um_die_Welt/lc6488630.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/8_Lieder,_Op.52/1_Urians_Reise_um_die_Welt/lc6488630.mid_type0.mid"
34,"Beethoven,_Ludwig_van/8_Lieder,_Op.52/2_Feuerfarb",Feuerfarb,5106092,"Beethoven,_Ludwig_van",Ludwig van Beethoven,Male,German composer,2,14,"../Lieder/scores/Beethoven,_Ludwig_van/8_Lieder,_Op.52/2_Feuerfarb/lc6491340.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/8_Lieder,_Op.52/2_Feuerfarb/lc6491340.mid_type0.mid"
35,"Beethoven,_Ludwig_van/8_Lieder,_Op.52/3_Das_Liedchen_von_der_Ruhe",Das Liedchen von der Ruhe,5106092,"Beethoven,_Ludwig_van",Ludwig van Beethoven,Male,German composer,2,14,"../Lieder/scores/Beethoven,_Ludwig_van/8_Lieder,_Op.52/3_Das_Liedchen_von_der_Ruhe/lc6491353.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/8_Lieder,_Op.52/3_Das_Liedchen_von_der_Ruhe/lc6491353.mid_type0.mid"
36,"Beethoven,_Ludwig_van/8_Lieder,_Op.52/4_Mailied",Mailied,5106092,"Beethoven,_Ludwig_van",Ludwig van Beethoven,Male,German composer,2,14,"../Lieder/scores/Beethoven,_Ludwig_van/8_Lieder,_Op.52/4_Mailied/lc6491377.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/8_Lieder,_Op.52/4_Mailied/lc6491377.mid_type0.mid"
37,"Beethoven,_Ludwig_van/8_Lieder,_Op.52/5_Mollys_Abschied",Mollys Abschied,5106092,"Beethoven,_Ludwig_van",Ludwig van Beethoven,Male,German composer,2,14,"../Lieder/scores/Beethoven,_Ludwig_van/8_Lieder,_Op.52/5_Mollys_Abschied/lc6491411.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/8_Lieder,_Op.52/5_Mollys_Abschied/lc6491411.mid_type0.mid"
38,"Beethoven,_Ludwig_van/8_Lieder,_Op.52/6_Lied",Lied,5106092,"Beethoven,_Ludwig_van",Ludwig van Beethoven,Male,German composer,2,14,"../Lieder/scores/Beethoven,_Ludwig_van/8_Lieder,_Op.52/6_Lied/lc6491431.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/8_Lieder,_Op.52/6_Lied/lc6491431.mid_type0.mid"
39,"Beethoven,_Ludwig_van/8_Lieder,_Op.52/7_Marmotte",Marmotte,5106092,"Beethoven,_Ludwig_van",Ludwig van Beethoven,Male,German composer,2,14,"../Lieder/scores/Beethoven,_Ludwig_van/8_Lieder,_Op.52/7_Marmotte/lc6491461.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/8_Lieder,_Op.52/7_Marmotte/lc6491461.mid_type0.mid"
40,"Beethoven,_Ludwig_van/8_Lieder,_Op.52/8_Das_Blümchen_Wunderhold",Das Blümchen Wunderhold,5106092,"Beethoven,_Ludwig_van",Ludwig van Beethoven,Male,German composer,2,14,"../Lieder/scores/Beethoven,_Ludwig_van/8_Lieder,_Op.52/8_Das_Blümchen_Wunderhold/lc6491478.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Beethoven,_Ludwig_van/8_Lieder,_Op.52/8_Das_Blümchen_Wunderhold/lc6491478.mid_type0.mid"
44,"Bizet,_Georges/20_Mélodies,_Op.21/01_Chanson_d’avril",Chanson d’avril,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/01_Chanson_d’avril/lc6877413.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/01_Chanson_d’avril/lc6877413.mid_type0.mid"
45,"Bizet,_Georges/20_Mélodies,_Op.21/02_Le_matin",Le matin,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/02_Le_matin/lc6877530.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/02_Le_matin/lc6877530.mid_type0.mid"
46,"Bizet,_Georges/20_Mélodies,_Op.21/03_Vieille_chanson",Vieille chanson,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/03_Vieille_chanson/lc6877589.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/03_Vieille_chanson/lc6877589.mid_type0.mid"
47,"Bizet,_Georges/20_Mélodies,_Op.21/04_Adieux_de_l’hôtesse_arabe",Adieux de l’hôtesse arabe,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/04_Adieux_de_l’hôtesse_arabe/lc6878940.mid","['voice', 'voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/04_Adieux_de_l’hôtesse_arabe/lc6878940.mid_type0.mid"
48,"Bizet,_Georges/20_Mélodies,_Op.21/05_Rêve_de_la_bien-aimée",Rêve de la bien-aimée,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/05_Rêve_de_la_bien-aimée/lc6888209.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/05_Rêve_de_la_bien-aimée/lc6888209.mid_type0.mid"
49,"Bizet,_Georges/20_Mélodies,_Op.21/06_J’aime_l’amour",J’aime l’amour,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/06_J’aime_l’amour/lc6894036.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/06_J’aime_l’amour/lc6894036.mid_type0.mid"
50,"Bizet,_Georges/20_Mélodies,_Op.21/07_Vous_ne_priez_pas",Vous ne priez pas,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/07_Vous_ne_priez_pas/lc6895220.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/07_Vous_ne_priez_pas/lc6895220.mid_type0.mid"
51,"Bizet,_Georges/20_Mélodies,_Op.21/08_Ma_vie_a_son_secret",Ma vie a son secret,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/08_Ma_vie_a_son_secret/lc6895581.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/08_Ma_vie_a_son_secret/lc6895581.mid_type0.mid"
52,"Bizet,_Georges/20_Mélodies,_Op.21/09_Pastorale",Pastorale,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/09_Pastorale/lc6898041.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/09_Pastorale/lc6898041.mid_type0.mid"
53,"Bizet,_Georges/20_Mélodies,_Op.21/10_Sérénade",Sérénade,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/10_Sérénade/lc6898141.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/10_Sérénade/lc6898141.mid_type0.mid"
54,"Bizet,_Georges/20_Mélodies,_Op.21/11_Berceuse",Berceuse,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/11_Berceuse/lc6901078.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/11_Berceuse/lc6901078.mid_type0.mid"
55,"Bizet,_Georges/20_Mélodies,_Op.21/12_La_chanson_du_fou",La chanson du fou,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/12_La_chanson_du_fou/lc6901197.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/12_La_chanson_du_fou/lc6901197.mid_type0.mid"
56,"Bizet,_Georges/20_Mélodies,_Op.21/13_Absence",Absence,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/13_Absence/lc5079487.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/13_Absence/lc5079487.mid_type0.mid"
57,"Bizet,_Georges/20_Mélodies,_Op.21/14_Douce_mer",Douce mer,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/14_Douce_mer/lc6902355.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/14_Douce_mer/lc6902355.mid_type0.mid"
58,"Bizet,_Georges/20_Mélodies,_Op.21/15_Après_l’hiver",Après l’hiver,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/15_Après_l’hiver/lc6902615.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/15_Après_l’hiver/lc6902615.mid_type0.mid"
59,"Bizet,_Georges/20_Mélodies,_Op.21/16_La_coccinelle",La coccinelle,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/16_La_coccinelle/lc6903757.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/16_La_coccinelle/lc6903757.mid_type0.mid"
60,"Bizet,_Georges/20_Mélodies,_Op.21/17_Chant_d’amour!",Chant d’amour!,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/17_Chant_d’amour!/lc6903010.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/17_Chant_d’amour!/lc6903010.mid_type0.mid"
61,"Bizet,_Georges/20_Mélodies,_Op.21/18_Je_n’en_dirai_rien!",Je n’en dirai rien!,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/18_Je_n’en_dirai_rien!/lc6905092.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/18_Je_n’en_dirai_rien!/lc6905092.mid_type0.mid"
