,path,name,set_id,composer_path,composer_name,composer_gender,desc,sets,scores,scores_paths,track_names,contains_piano_track?,type0_path
41,"Bianchi_Lacy,_Jane/_/Helen",Helen,5106889,"Bianchi_Lacy,_Jane",Jane Bianchi,Female,English singer in London and Oudh,1,1,"../Lieder/scores/Bianchi_Lacy,_Jane/_/Helen/lc6592481.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bianchi_Lacy,_Jane/_/Helen/lc6592481.mid_type0.mid"
42,"Bishop,_Henry/_/Home,_Sweet_Home","Home, Sweet Home",5105780,"Bishop,_Henry",Henry Bishop,Male,British composer,1,2,"../Lieder/scores/Bishop,_Henry/_/Home,_Sweet_Home/lc6486038.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bishop,_Henry/_/Home,_Sweet_Home/lc6486038.mid_type0.mid"
43,"Bishop,_Henry/_/Sappho_at_her_Loom",Sappho at her Loom,5105780,"Bishop,_Henry",Henry Bishop,Male,British composer,1,2,"../Lieder/scores/Bishop,_Henry/_/Sappho_at_her_Loom/lc6446003.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bishop,_Henry/_/Sappho_at_her_Loom/lc6446003.mid_type0.mid"
44,"Bizet,_Georges/20_Mélodies,_Op.21/01_Chanson_d’avril",Chanson d’avril,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/01_Chanson_d’avril/lc6877413.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/01_Chanson_d’avril/lc6877413.mid_type0.mid"
45,"Bizet,_Georges/20_Mélodies,_Op.21/02_Le_matin",Le matin,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/02_Le_matin/lc6877530.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/02_Le_matin/lc6877530.mid_type0.mid"
46,"Bizet,_Georges/20_Mélodies,_Op.21/03_Vieille_chanson",Vieille chanson,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/03_Vieille_chanson/lc6877589.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/03_Vieille_chanson/lc6877589.mid_type0.mid"
47,"Bizet,_Georges/20_Mélodies,_Op.21/04_Adieux_de_l’hôtesse_arabe",Adieux de l’hôtesse arabe,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/04_Adieux_de_l’hôtesse_arabe/lc6878940.mid","['voice', 'voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/04_Adieux_de_l’hôtesse_arabe/lc6878940.mid_type0.mid"
48,"Bizet,_Georges/20_Mélodies,_Op.21/05_Rêve_de_la_bien-aimée",Rêve de la bien-aimée,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/05_Rêve_de_la_bien-aimée/lc6888209.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/05_Rêve_de_la_bien-aimée/lc6888209.mid_type0.mid"
49,"Bizet,_Georges/20_Mélodies,_Op.21/06_J’aime_l’amour",J’aime l’amour,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/06_J’aime_l’amour/lc6894036.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/06_J’aime_l’amour/lc6894036.mid_type0.mid"
50,"Bizet,_Georges/20_Mélodies,_Op.21/07_Vous_ne_priez_pas",Vous ne priez pas,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/07_Vous_ne_priez_pas/lc6895220.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/07_Vous_ne_priez_pas/lc6895220.mid_type0.mid"
51,"Bizet,_Georges/20_Mélodies,_Op.21/08_Ma_vie_a_son_secret",Ma vie a son secret,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/08_Ma_vie_a_son_secret/lc6895581.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/08_Ma_vie_a_son_secret/lc6895581.mid_type0.mid"
52,"Bizet,_Georges/20_Mélodies,_Op.21/09_Pastorale",Pastorale,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/09_Pastorale/lc6898041.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/09_Pastorale/lc6898041.mid_type0.mid"
53,"Bizet,_Georges/20_Mélodies,_Op.21/10_Sérénade",Sérénade,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/10_Sérénade/lc6898141.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/10_Sérénade/lc6898141.mid_type0.mid"
54,"Bizet,_Georges/20_Mélodies,_Op.21/11_Berceuse",Berceuse,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/11_Berceuse/lc6901078.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/11_Berceuse/lc6901078.mid_type0.mid"
55,"Bizet,_Georges/20_Mélodies,_Op.21/12_La_chanson_du_fou",La chanson du fou,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/12_La_chanson_du_fou/lc6901197.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/12_La_chanson_du_fou/lc6901197.mid_type0.mid"
56,"Bizet,_Georges/20_Mélodies,_Op.21/13_Absence",Absence,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/13_Absence/lc5079487.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/13_Absence/lc5079487.mid_type0.mid"
57,"Bizet,_Georges/20_Mélodies,_Op.21/14_Douce_mer",Douce mer,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/14_Douce_mer/lc6902355.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/14_Douce_mer/lc6902355.mid_type0.mid"
58,"Bizet,_Georges/20_Mélodies,_Op.21/15_Après_l’hiver",Après l’hiver,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/15_Après_l’hiver/lc6902615.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/15_Après_l’hiver/lc6902615.mid_type0.mid"
59,"Bizet,_Georges/20_Mélodies,_Op.21/16_La_coccinelle",La coccinelle,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/16_La_coccinelle/lc6903757.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/16_La_coccinelle/lc6903757.mid_type0.mid"
60,"Bizet,_Georges/20_Mélodies,_Op.21/17_Chant_d’amour!",Chant d’amour!,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/17_Chant_d’amour!/lc6903010.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/17_Chant_d’amour!/lc6903010.mid_type0.mid"
61,"Bizet,_Georges/20_Mélodies,_Op.21/18_Je_n’en_dirai_rien!",Je n’en dirai rien!,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/18_Je_n’en_dirai_rien!/lc6905092.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/18_Je_n’en_dirai_rien!/lc6905092.mid_type0.mid"
62,"Bizet,_Georges/20_Mélodies,_Op.21/19_L’esprit_saint",L’esprit saint,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/19_L’esprit_saint/lc6906944.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/19_L’esprit_saint/lc6906944.mid_type0.mid"
63,"Bizet,_Georges/20_Mélodies,_Op.21/20_Tarentelle",Tarentelle,5079544,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/20_Mélodies,_Op.21/20_Tarentelle/lc6908450.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/20_Mélodies,_Op.21/20_Tarentelle/lc6908450.mid_type0.mid"
64,"Bizet,_Georges/Feuilles_d’album/1_À_une_Fleur",À une Fleur,5079497,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/Feuilles_d’album/1_À_une_Fleur/lc5079494.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/Feuilles_d’album/1_À_une_Fleur/lc5079494.mid_type0.mid"
65,"Bizet,_Georges/Feuilles_d’album/2_Adieux_à_Suzon",Adieux à Suzon,5079497,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/Feuilles_d’album/2_Adieux_à_Suzon/lc5079502.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/Feuilles_d’album/2_Adieux_à_Suzon/lc5079502.mid_type0.mid"
66,"Bizet,_Georges/Feuilles_d’album/3_Sonnet",Sonnet,5079497,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/Feuilles_d’album/3_Sonnet/lc5079512.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/Feuilles_d’album/3_Sonnet/lc5079512.mid_type0.mid"
67,"Bizet,_Georges/Feuilles_d’album/4_Guitare",Guitare,5079497,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/Feuilles_d’album/4_Guitare/lc5079521.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/Feuilles_d’album/4_Guitare/lc5079521.mid_type0.mid"
68,"Bizet,_Georges/Feuilles_d’album/5_Rose_d’Amour",Rose d’Amour,5079497,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/Feuilles_d’album/5_Rose_d’Amour/lc5079527.mid","['other', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/Feuilles_d’album/5_Rose_d’Amour/lc5079527.mid_type0.mid"
69,"Bizet,_Georges/Feuilles_d’album/6_Le_grillon",Le grillon,5079497,"Bizet,_Georges",Georges Bizet,Male,French composer,2,26,"../Lieder/scores/Bizet,_Georges/Feuilles_d’album/6_Le_grillon/lc5079539.mid","['voice', 'other', 'piano', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bizet,_Georges/Feuilles_d’album/6_Le_grillon/lc5079539.mid_type0.mid"
70,"Bonis,_Mel/_/Allons_prier!",Allons prier!,5107411,"Bonis,_Mel",Mélanie Bonis,Female,French composer,1,2,"../Lieder/scores/Bonis,_Mel/_/Allons_prier!/lc6635424.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bonis,_Mel/_/Allons_prier!/lc6635424.mid_type0.mid"
71,"Bonis,_Mel/_/Le_chat_sur_le_toit,_Op.93","Le chat sur le toit, Op.93",5107411,"Bonis,_Mel",Mélanie Bonis,Female,French composer,1,2,"../Lieder/scores/Bonis,_Mel/_/Le_chat_sur_le_toit,_Op.93/lc6635391.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Bonis,_Mel/_/Le_chat_sur_le_toit,_Op.93/lc6635391.mid_type0.mid"
88,"Boulton,_Harold/12_New_Songs/01_Constancy",Constancy,5104057,"Boulton,_Harold","Sir Harold Boulton, 2nd Baronet",Male,British songwriter,1,12,"../Lieder/scores/Boulton,_Harold/12_New_Songs/01_Constancy/lc6403636.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Boulton,_Harold/12_New_Songs/01_Constancy/lc6403636.mid_type0.mid"
89,"Boulton,_Harold/12_New_Songs/02_Cradle_Song",Cradle Song,5104057,"Boulton,_Harold","Sir Harold Boulton, 2nd Baronet",Male,British songwriter,1,12,"../Lieder/scores/Boulton,_Harold/12_New_Songs/02_Cradle_Song/lc6403758.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Boulton,_Harold/12_New_Songs/02_Cradle_Song/lc6403758.mid_type0.mid"
90,"Boulton,_Harold/12_New_Songs/03_Love’s_Journey",Love’s Journey,5104057,"Boulton,_Harold","Sir Harold Boulton, 2nd Baronet",Male,British songwriter,1,12,"../Lieder/scores/Boulton,_Harold/12_New_Songs/03_Love’s_Journey/lc6404150.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Boulton,_Harold/12_New_Songs/03_Love’s_Journey/lc6404150.mid_type0.mid"
91,"Boulton,_Harold/12_New_Songs/04_Truant_Wings",Truant Wings,5104057,"Boulton,_Harold","Sir Harold Boulton, 2nd Baronet",Male,British songwriter,1,12,"../Lieder/scores/Boulton,_Harold/12_New_Songs/04_Truant_Wings/lc6404394.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Boulton,_Harold/12_New_Songs/04_Truant_Wings/lc6404394.mid_type0.mid"
92,"Boulton,_Harold/12_New_Songs/05_In_Summer_Weather",In Summer Weather,5104057,"Boulton,_Harold","Sir Harold Boulton, 2nd Baronet",Male,British songwriter,1,12,"../Lieder/scores/Boulton,_Harold/12_New_Songs/05_In_Summer_Weather/lc6405467.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Boulton,_Harold/12_New_Songs/05_In_Summer_Weather/lc6405467.mid_type0.mid"
93,"Boulton,_Harold/12_New_Songs/06_Robin_Sly",Robin Sly,5104057,"Boulton,_Harold","Sir Harold Boulton, 2nd Baronet",Male,British songwriter,1,12,"../Lieder/scores/Boulton,_Harold/12_New_Songs/06_Robin_Sly/lc6405594.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Boulton,_Harold/12_New_Songs/06_Robin_Sly/lc6405594.mid_type0.mid"
94,"Boulton,_Harold/12_New_Songs/07_A_Song_of_the_South",A Song of the South,5104057,"Boulton,_Harold","Sir Harold Boulton, 2nd Baronet",Male,British songwriter,1,12,"../Lieder/scores/Boulton,_Harold/12_New_Songs/07_A_Song_of_the_South/lc6407509.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Boulton,_Harold/12_New_Songs/07_A_Song_of_the_South/lc6407509.mid_type0.mid"
95,"Boulton,_Harold/12_New_Songs/08_The_Maid_of_Elsinore",The Maid of Elsinore,5104057,"Boulton,_Harold","Sir Harold Boulton, 2nd Baronet",Male,British songwriter,1,12,"../Lieder/scores/Boulton,_Harold/12_New_Songs/08_The_Maid_of_Elsinore/lc6409323.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Boulton,_Harold/12_New_Songs/08_The_Maid_of_Elsinore/lc6409323.mid_type0.mid"
